Income,Expenditure,Savings,Investments,Risk_Profile,Debt_Level,Age,Employment_Status,Credit_Score,Marital_Status,Geographic_Location,Cluster
457785,148044.4290202005,99170.8251393774,20016.074124363997,Aggressive,93645.63903551052,28,Freelancer,666,Married,Suburban,0
31745,14597.177247623262,4817.882141073213,18324.67895805817,Aggressive,39226.2145767694,27,Employed,413,Married,Suburban,1
308173,159969.01665261033,136450.87028737902,27978.742097793667,Aggressive,43900.999119960936,51,Unemployed,499,Single,Rural,0
164097,123012.0635592324,68355.31842548525,33275.47043786067,Moderate,79706.28832022296,69,Freelancer,324,Married,Suburban,2
252732,197416.7299622127,39240.50205354698,48916.27382225237,Conservative,9363.83274474567,22,Freelancer,420,Married,Rural,1
405539,211714.72647443807,56890.81174267807,36419.30930503662,Aggressive,18231.33235936395,40,Freelancer,302,Married,Urban,0
165360,111620.34911591635,61482.7578360732,32187.426622146166,Conservative,97384.02649752147,42,Employed,744,Divorced,Urban,2
109186,61780.77027037442,20934.06012469775,16754.621713417127,Moderate,50591.733996069466,46,Employed,553,Divorced,Suburban,1
419756,238795.6067776506,78863.53030234989,1725.193824916299,Moderate,4430.968220863029,57,Employed,319,Single,Rural,0
379912,166800.2714839448,45031.20155478518,14406.256442734588,Aggressive,4738.07330560505,30,Unemployed,503,Single,Suburban,1
233030,95187.65698682991,39332.89691109175,38422.39502298089,Moderate,90724.06837773927,64,Employed,656,Single,Suburban,2
219950,97658.38791799643,53311.129281626476,10263.597040190087,Conservative,87336.50895587176,49,Freelancer,427,Married,Rural,2
61846,35757.13096841066,23487.703913127414,35609.40968370572,Moderate,45839.910694510014,51,Employed,657,Single,Suburban,1
358076,112642.68619502276,72094.53574688404,28988.992128470793,Conservative,16322.208594459875,29,Employed,591,Divorced,Rural,1
168554,127026.4192835248,33352.10912650843,8592.843487523243,Aggressive,83028.46063624797,41,Employed,473,Divorced,Rural,2
305555,115543.13443574094,54453.250997646785,13081.240314591498,Moderate,32460.01072796505,57,Employed,654,Divorced,Suburban,1
464191,190338.8915028029,123116.28825752836,24815.180174323825,Moderate,41905.839866309536,38,Freelancer,336,Married,Rural,0
473761,264897.8198150067,62198.430194018976,20918.735255392374,Aggressive,68247.6379049318,46,Employed,609,Married,Urban,0
360941,236437.06693827198,96924.86924753024,38928.192377337975,Moderate,35339.83534076544,68,Freelancer,383,Single,Urban,0
334451,116343.63904415921,122703.0485251916,36720.23212716235,Conservative,62866.992669829306,40,Employed,809,Single,Urban,0
416309,191022.28092058076,26396.37472449261,28728.725173650855,Conservative,88528.27104425844,50,Unemployed,743,Single,Urban,2
490474,384697.0542472386,26682.13929923971,41113.735573646256,Moderate,79737.32687744775,25,Unemployed,719,Single,Suburban,0
304186,131156.32884661437,25492.401896716794,28133.477034215433,Aggressive,38161.107386716045,59,Freelancer,504,Married,Urban,1
72930,33294.37353972765,21226.05973582405,48219.462832863006,Moderate,28793.65547037348,30,Freelancer,787,Divorced,Urban,1
268656,192961.9692477392,116732.31817271598,10861.204957554071,Aggressive,28551.0448739559,22,Unemployed,387,Married,Urban,0
457629,148778.49008003567,23887.322985171846,35706.59968010764,Conservative,34859.1150376583,58,Unemployed,551,Single,Urban,0
264459,140773.26700502582,124691.78037712206,18497.2066027234,Conservative,49351.69867247723,27,Employed,330,Married,Suburban,0
244695,119853.66208875073,23937.369174938518,13948.309721009695,Conservative,41659.74806939431,31,Unemployed,720,Divorced,Urban,1
380027,174163.85830390247,162990.7633978226,9019.373798385644,Moderate,13300.402098765784,41,Freelancer,360,Married,Rural,0
315900,139896.25087937055,84435.21911615081,27625.173813077192,Conservative,16345.585833390829,28,Freelancer,525,Divorced,Rural,1
73268,25327.79895745623,25402.808673015854,10773.471637460563,Conservative,34292.96093981834,63,Unemployed,634,Single,Suburban,1
452430,206947.32498678323,126593.23619404745,10017.542572420296,Moderate,56206.41000588573,20,Freelancer,410,Married,Suburban,0
232943,74897.27792289799,61653.420123079486,49526.5952541909,Moderate,59266.39501334947,46,Employed,790,Single,Suburban,2
278916,192586.45849612565,118735.86403275716,40087.37084228804,Moderate,48620.706489663,65,Employed,571,Single,Urban,0
441818,220517.50373547038,172374.79380155206,37413.84101271877,Moderate,73877.58812075146,69,Unemployed,333,Divorced,Suburban,0
204403,106688.53751884343,54684.14030840523,39703.03129413775,Moderate,73724.87887567366,47,Freelancer,511,Divorced,Urban,2
68901,51455.08030050025,6906.372227093118,48446.143685937124,Moderate,42762.74716873886,66,Unemployed,599,Single,Suburban,1
382130,240370.27549144413,38951.01977926665,28663.834437660174,Aggressive,12444.081076094426,54,Freelancer,672,Divorced,Rural,0
214488,65210.69047882229,88088.66813282088,11012.193870143028,Conservative,53017.47697671232,24,Freelancer,424,Divorced,Rural,2
183268,141407.2817272344,52822.56217690389,43110.482037661954,Conservative,38146.90639938326,34,Freelancer,402,Single,Urban,1
410530,171836.45880891487,109494.55538041473,37136.53647270451,Conservative,13792.298976370332,37,Employed,419,Single,Suburban,0
287770,101815.06697417228,102519.52397226785,20715.415616708655,Conservative,98181.72099648393,28,Freelancer,846,Divorced,Rural,2
158496,108421.42188032814,69180.13002217197,23678.474928732317,Aggressive,36975.538928010224,61,Employed,630,Single,Urban,1
295001,162320.95432899887,98233.24291378124,20562.619923943454,Conservative,62579.78396212309,42,Freelancer,608,Single,Rural,0
261531,135181.52495062907,102855.31863685967,46497.108011450204,Aggressive,49012.88613365966,41,Unemployed,711,Divorced,Suburban,0
266693,113278.26241491472,105176.18134974562,17176.580574914708,Conservative,14282.827921676611,19,Employed,698,Married,Urban,1
433198,248541.17723268835,91109.18619239554,48174.21393280863,Aggressive,5554.362337257057,44,Employed,605,Married,Rural,0
490177,214301.61131219435,84966.02536537236,45513.58856269749,Moderate,62576.941508195894,36,Employed,462,Single,Suburban,0
415196,311725.62873158464,170447.85221568574,31526.057112408667,Moderate,24702.18703478856,46,Unemployed,364,Divorced,Urban,0
199362,81260.39774428439,43805.903229460666,28991.088655003732,Moderate,24365.399961371502,54,Employed,515,Single,Rural,1
46431,34460.046995405544,21195.807353485077,18504.464003498546,Conservative,95697.61897103106,28,Unemployed,325,Divorced,Rural,2
367120,212820.45994651364,29869.181862602687,916.919450532494,Moderate,46177.330431129136,36,Freelancer,343,Single,Urban,0
258360,184532.09713658722,19686.48438890314,6381.159311887663,Conservative,2942.606650068924,45,Freelancer,389,Single,Suburban,1
364855,239499.21290992433,170442.6962752097,37711.56616747743,Moderate,33984.27151498068,56,Unemployed,432,Divorced,Urban,0
46385,30073.60137199679,15854.611537437635,23577.00632940826,Moderate,58449.154225222665,38,Employed,460,Single,Rural,2
451374,208612.83230127403,99672.27596287928,7491.906709398405,Conservative,32856.74185171208,43,Employed,679,Married,Rural,0
436235,181887.51395038833,170034.45102580189,13198.04270659355,Aggressive,2685.1954034142314,39,Unemployed,560,Married,Rural,0
300783,121950.39611025524,106040.16370064284,47391.84499234999,Conservative,44431.126546673535,23,Freelancer,682,Divorced,Suburban,0
105530,76888.7177847492,30502.440911892394,18356.641765513254,Moderate,10590.633617477784,28,Unemployed,668,Single,Rural,1
250983,178251.49231453481,23716.137672675104,45384.09726095767,Aggressive,61916.00246627044,31,Employed,410,Married,Rural,2
303707,158014.73223601692,126184.43166306385,15231.791614678836,Moderate,61958.7100222688,53,Employed,376,Divorced,Urban,0
452557,165727.4173350575,198994.03569718316,27161.004718358046,Moderate,3775.9139598400716,57,Employed,508,Divorced,Rural,0
397816,195377.8309363323,50711.9565523673,1023.8541681098945,Moderate,29066.626159937725,58,Employed,312,Divorced,Urban,0
418992,255447.57626786642,181310.51013832883,26093.755518678845,Aggressive,41368.626373900384,19,Freelancer,847,Married,Rural,0
449660,237061.4612217278,200112.76984226872,31847.100530531512,Conservative,55026.40978591779,60,Freelancer,324,Married,Urban,0
482132,332716.7061961217,143310.30206494906,11715.254966858896,Moderate,29606.34297081951,37,Freelancer,845,Married,Urban,0
421927,337040.1022620302,145683.19349734834,28946.85881026785,Moderate,28774.651255139815,39,Employed,439,Married,Urban,0
225390,89156.63070774842,50038.11130112979,32358.388602549276,Conservative,98301.51562502593,56,Employed,574,Single,Urban,2
365114,193446.67468459255,64554.43401491418,34344.303919087826,Conservative,4186.27957208999,21,Employed,669,Married,Suburban,0
263373,135766.66160029633,98736.54031294299,38820.166101105155,Conservative,98904.54140911519,46,Unemployed,521,Divorced,Rural,2
367697,166289.59540709548,160993.85800044952,15566.962146470825,Moderate,4775.194107839653,63,Employed,336,Single,Suburban,0
181779,72538.50246694876,62592.85357443427,28388.84782159391,Aggressive,28834.142779468584,41,Freelancer,428,Married,Rural,1
190182,63301.32904911818,53291.99648129191,49078.95148822972,Moderate,49369.085496935004,18,Freelancer,615,Single,Urban,2
212860,158274.1089321182,25865.926641702663,44907.20853325786,Moderate,14329.83430143252,41,Freelancer,622,Divorced,Rural,1
102879,52460.50708463534,7618.85050233199,47633.27140491833,Conservative,13484.636251872384,47,Unemployed,732,Married,Urban,1
452043,247921.97043465878,113264.4842723295,19306.81992642857,Conservative,25631.271326094586,29,Freelancer,517,Single,Rural,0
258260,195882.72668418428,18648.25824422321,39346.40529483309,Conservative,97350.71835735695,36,Unemployed,547,Married,Urban,2
418871,288244.0843037913,128258.54497072508,30994.89758801739,Moderate,38011.68588745641,54,Unemployed,410,Single,Rural,0
327003,119438.0524350558,72669.26718681832,4136.754153112054,Conservative,56599.48382691918,57,Unemployed,446,Single,Rural,2
466841,272032.911548983,182411.16661965265,41199.01945785327,Moderate,70429.14023816463,60,Employed,643,Divorced,Rural,0
334242,174182.24270422527,62684.35419578384,33855.06381786823,Aggressive,74222.18355242103,21,Employed,808,Divorced,Urban,2
166323,116194.16861225879,52698.1477978528,9945.86797576334,Moderate,68804.09663453548,32,Freelancer,804,Married,Rural,2
142413,94293.96490153026,41578.55552266911,3986.927871473067,Moderate,33692.819319172486,37,Freelancer,433,Married,Urban,1
282670,182379.49270630136,14732.92759506736,41851.10653241653,Moderate,11172.782735606246,61,Unemployed,763,Single,Suburban,1
350904,165020.47247461887,28975.9782338428,3945.091474560053,Conservative,28171.647533321087,37,Employed,490,Divorced,Rural,1
67837,47654.26228954711,12255.81879368638,4567.693268321832,Conservative,21029.522676950663,38,Freelancer,462,Divorced,Urban,1
280550,91514.18898956916,125407.47339116904,21370.414395215765,Aggressive,13627.730486931678,27,Freelancer,755,Single,Urban,1
293680,111543.32052629943,34112.90837973514,6739.891420973853,Moderate,2449.6731751618704,47,Employed,360,Divorced,Urban,1
48541,22708.044646810406,17955.434762698318,45683.47987213597,Moderate,93572.58490584142,41,Unemployed,304,Divorced,Suburban,2
99083,33530.055841733796,48353.98576333019,23514.196813161838,Conservative,92103.43865453382,65,Freelancer,336,Single,Urban,2
464243,193820.1241927689,188369.1035638,28457.549032728573,Moderate,5041.700563016927,57,Freelancer,759,Married,Suburban,0
54531,38993.78162692973,8688.174083170288,46405.304473904376,Conservative,17308.45728204018,69,Employed,516,Married,Suburban,1
290856,225159.12463773563,133434.36878221828,26513.16128191743,Conservative,13950.047146279365,57,Employed,438,Married,Urban,0
386245,174699.0684530011,35495.22814951241,17679.55729786593,Conservative,28122.293442151735,55,Unemployed,398,Single,Rural,0
347599,150252.4144753581,90606.50188354665,39857.75529079159,Moderate,20406.887047874112,20,Unemployed,563,Married,Suburban,0
94744,41682.274722217735,42577.371727534104,22142.509873760537,Conservative,94585.35373978551,46,Freelancer,523,Single,Urban,2
272859,119746.77622773194,92381.7540729541,15923.471280115271,Conservative,8417.043656020383,25,Unemployed,310,Single,Suburban,1
149749,47614.954426083634,35361.73696553368,36161.47293027673,Moderate,21167.082700450323,46,Freelancer,626,Divorced,Urban,1
287253,219305.6506163249,52212.76848398337,40080.28383065215,Moderate,8072.330458291443,27,Freelancer,649,Divorced,Urban,0
331412,134834.66424705283,72511.19985191425,39585.80837921357,Moderate,98038.53486444365,22,Employed,678,Married,Suburban,2
251809,128423.10294518224,70260.70442037532,48883.72070643538,Moderate,91841.3509097005,28,Freelancer,530,Single,Urban,2
336759,102658.77247248277,65186.361651016545,39333.347443748135,Aggressive,71663.15897654109,21,Employed,440,Married,Suburban,2
102503,74722.38534203306,49820.100745159885,38496.67179743431,Conservative,42597.30322199134,66,Freelancer,348,Married,Urban,1
274346,182598.84641091435,128911.0548136381,42874.26268681101,Conservative,19017.813552399253,52,Freelancer,750,Divorced,Rural,0
442975,342587.12734053563,195707.31213450743,9.25976477214041,Moderate,22148.97250201424,67,Freelancer,790,Married,Rural,0
105708,73023.90453744648,25351.25471404289,18121.570559388532,Conservative,44304.000855601145,57,Unemployed,504,Married,Suburban,1
211184,96480.09802060167,76255.54278488095,36880.1548017211,Moderate,76822.26713364816,29,Unemployed,708,Divorced,Suburban,2
122471,51919.949058414386,55880.23362790073,29985.950555513868,Moderate,26472.94959989589,38,Employed,706,Married,Suburban,1
274225,177933.12721940086,118655.31181643932,8878.600131580883,Aggressive,31079.191253464665,33,Freelancer,350,Married,Suburban,0
177661,85642.61986057016,42007.438237029855,15186.654454427267,Aggressive,59994.42914044706,31,Employed,474,Single,Rural,2
181087,105593.18927879704,18212.5936311291,16839.63055410534,Aggressive,23772.936227825357,38,Employed,560,Married,Suburban,1
180081,54587.72581995889,15132.866197360278,28391.4055586158,Conservative,58421.86212928036,65,Freelancer,779,Divorced,Urban,2
365453,120944.05766811736,113173.05393394092,41579.91482205382,Aggressive,38713.08932722846,44,Unemployed,522,Divorced,Urban,0
408590,231949.99354370544,138586.60662152557,46624.58898888399,Conservative,3436.8205901348038,53,Unemployed,568,Single,Suburban,0
213118,124255.42857387003,92158.44029292886,37504.620642681955,Moderate,40270.12862319639,18,Employed,617,Divorced,Urban,1
388805,262725.83103525755,70619.33611766256,42147.519508840494,Moderate,91952.52795191448,18,Unemployed,684,Divorced,Suburban,0
177215,64857.61705858019,22215.9773422716,23504.797922575803,Conservative,29311.18791334606,39,Freelancer,518,Divorced,Urban,1
26154,14557.095186287395,5768.333352424183,19488.76598111437,Moderate,32283.2389436469,32,Freelancer,353,Married,Urban,1
172876,68670.4654893863,36149.893882873934,19635.426607210848,Conservative,6594.088805928688,69,Unemployed,499,Single,Suburban,1
454904,157668.84378677403,49862.49567634219,30801.926416997856,Conservative,61504.74485692943,37,Unemployed,638,Single,Suburban,0
84288,42586.33474488801,29713.812096762853,6211.835277790451,Aggressive,84924.2364298339,20,Employed,604,Single,Rural,2
71195,27172.876330350213,19857.095224102566,28974.70913951306,Conservative,35292.28930931017,31,Unemployed,544,Single,Suburban,1
302725,124386.97467413482,113372.09885517918,33256.64300918628,Conservative,24024.555751998843,26,Employed,507,Divorced,Rural,0
465864,213727.8233981628,97230.94320303897,21945.43701031194,Moderate,95661.18541638587,36,Freelancer,810,Married,Suburban,0
312231,134163.84987622444,61373.99725040291,47658.358838558364,Aggressive,74507.26145914884,57,Freelancer,558,Divorced,Urban,2
201002,69103.61298059502,52795.01122608448,30410.66361897876,Conservative,56716.355928326455,51,Freelancer,679,Divorced,Rural,2
184053,63490.57730758139,81872.90436390584,10999.97361183126,Conservative,30553.116634488408,21,Unemployed,462,Divorced,Urban,1
89298,35417.793140790374,6083.56805792894,23960.812871675815,Aggressive,22079.801797640088,50,Unemployed,640,Divorced,Suburban,1
328311,106792.8687790921,135321.51018573993,33770.2218567647,Conservative,71574.40390004672,60,Unemployed,829,Single,Suburban,0
226376,138820.217143192,48907.272911355525,16181.45622902395,Conservative,52178.881713734416,54,Employed,333,Single,Suburban,2
456624,202587.33729958042,198439.00111423703,3982.0803144511583,Moderate,52059.98168029811,19,Employed,622,Married,Suburban,0
59499,26172.00266814598,24453.57457022608,29171.78173554425,Moderate,7370.98186722438,44,Employed,480,Divorced,Rural,1
407960,190109.01205861932,84424.28731946871,47393.508430984,Aggressive,51219.4476759606,62,Freelancer,646,Single,Rural,0
465485,293906.36185025616,168619.35356988208,24253.59927815869,Conservative,82274.40310394937,34,Employed,491,Married,Suburban,0
189631,139438.8867897979,23103.643684866904,45305.454032351896,Aggressive,94679.9277795759,66,Unemployed,545,Divorced,Urban,2
265198,180213.56816994512,120221.33378182951,41751.1794185847,Aggressive,10668.239748173513,67,Unemployed,544,Divorced,Rural,0
487535,323608.48162889585,113118.34799840274,7370.639181699168,Conservative,63116.52106990708,48,Freelancer,432,Single,Urban,0
262997,142595.81431973327,67072.52648270721,35408.49609177854,Conservative,56834.72507982469,58,Unemployed,496,Divorced,Suburban,2
116347,75265.19756824372,42768.17673995003,21773.27625359892,Aggressive,89031.24909481418,23,Unemployed,646,Divorced,Rural,2
330931,190742.40160786087,138785.21616783788,12512.316263146844,Moderate,75124.40301848715,69,Unemployed,348,Single,Rural,0
317632,129633.64388447176,49663.10821197164,34346.91778333515,Moderate,96526.18691653133,48,Employed,363,Married,Rural,2
356585,144165.2415554713,123951.64283261729,37133.03593282107,Moderate,96003.25375819963,20,Employed,403,Married,Urban,0
225735,101173.52483599605,51106.20529679263,8994.81593674194,Moderate,22568.50933452208,57,Unemployed,512,Single,Suburban,1
42431,32052.43406596007,9161.545195785438,45722.23410281042,Aggressive,72535.0871900422,20,Unemployed,816,Single,Suburban,2
343825,197254.9537467796,123952.90801237803,37557.362197572045,Conservative,53052.30913648944,50,Unemployed,418,Married,Rural,0
214555,143098.03408131804,48110.198323936915,46668.77495709844,Conservative,21460.199521530543,69,Unemployed,541,Married,Rural,1
142720,67546.43310050883,29364.47231455892,15853.66093818455,Aggressive,19486.908221740072,30,Employed,579,Single,Suburban,1
69153,34843.28434440616,29469.53598921932,46966.75078714934,Aggressive,8108.43412662865,38,Freelancer,723,Single,Urban,1
288512,104667.18811189533,27574.31966742909,18425.882891919042,Moderate,79554.5276418689,54,Unemployed,662,Single,Rural,2
440640,169931.70510727042,156053.3963957568,2698.488071369587,Aggressive,32450.478062000955,33,Employed,605,Divorced,Urban,0
394504,281548.9351525669,63880.62323838947,38148.46943545117,Moderate,85696.88353289665,38,Unemployed,785,Single,Urban,0
196076,116159.20977351462,11171.27496894044,35175.40720441704,Conservative,60831.53660232146,65,Freelancer,613,Divorced,Suburban,2
497085,233016.66290192906,62157.45746666195,29895.549613166622,Aggressive,67363.33548384608,61,Employed,812,Married,Suburban,0
239724,168148.5516126241,77430.29785379556,24494.6872192087,Moderate,29167.374961019665,30,Employed,466,Married,Urban,1
394899,167144.93210826692,145760.07845577234,1608.2635161315695,Conservative,45729.427939568355,21,Freelancer,693,Single,Urban,0
76985,60665.438650868346,4578.760060187485,31229.862576007716,Conservative,41231.75780831248,48,Freelancer,362,Single,Suburban,1
332213,156940.34596108913,22056.102608017463,20841.730761139683,Moderate,23568.86639246012,26,Employed,571,Married,Rural,1
334470,156751.19741748055,152566.46751818515,28010.47013704725,Aggressive,83251.21685267925,65,Freelancer,336,Married,Urban,0
128737,58698.40149153941,10683.576997927677,21466.067098381813,Conservative,62208.45058066211,50,Unemployed,315,Married,Rural,2
232133,83812.95626302637,105012.78416176324,48302.80663825995,Conservative,3743.1977453070144,54,Freelancer,642,Married,Urban,1
174470,62036.0490475081,26637.14813745424,30205.445057542358,Moderate,81991.70193786884,54,Freelancer,645,Single,Suburban,2
249465,155679.26122002755,95547.09323241086,37461.81653012336,Aggressive,10603.775602859145,41,Employed,838,Divorced,Rural,1
70861,52264.16987771388,13419.653489103513,46817.34737355416,Moderate,40369.643353255924,42,Freelancer,532,Married,Suburban,1
358041,248931.67700909008,156262.845300512,29579.966145836985,Moderate,57125.69016303779,68,Employed,715,Married,Urban,0
232977,86330.51196615615,85084.29293188677,603.1258911200376,Moderate,765.1245661217998,58,Unemployed,566,Divorced,Suburban,1
147118,84267.87529690261,33957.19658115388,1714.583915527118,Conservative,65290.81054429361,46,Freelancer,625,Single,Rural,2
350721,123732.88629823657,29578.44286367431,35116.92170509309,Moderate,65970.29395602571,57,Freelancer,742,Divorced,Suburban,2
216713,69921.86905066042,82289.19472623739,13954.256807564176,Conservative,65252.63171326467,68,Employed,375,Single,Rural,2
29078,18266.59400959513,9525.898720279996,28968.986367397436,Aggressive,16346.793810627712,67,Employed,546,Single,Suburban,1
438219,248722.6602565347,22485.136534832283,10113.859054533446,Conservative,25573.23267735494,64,Freelancer,612,Single,Suburban,0
344912,117619.07665682942,18707.65961342563,13512.443753085707,Moderate,24737.581953274024,53,Employed,642,Single,Rural,1
71047,22555.26431970313,29410.3914648896,25232.052797403765,Conservative,96006.6983179637,32,Freelancer,481,Single,Rural,2
353770,281204.06318591017,58984.03051816933,48778.473167804106,Moderate,6752.818722587728,62,Unemployed,698,Married,Rural,0
339804,107041.88437479161,114262.54417290042,30813.52446045958,Conservative,42876.150770350396,35,Freelancer,540,Single,Urban,0
255458,133416.54923384383,64987.61825997576,46807.405225651164,Conservative,87125.39058201942,37,Unemployed,591,Married,Suburban,2
463002,255720.40881570612,203046.52061262328,47968.99271934738,Conservative,76946.59944477161,22,Unemployed,353,Single,Rural,0
415141,148886.19891901227,192057.7190545161,10405.49982102537,Moderate,82244.21246489267,35,Employed,444,Married,Urban,0
235048,90383.21644934922,117186.34666238267,15559.680123447222,Conservative,97229.3584122333,57,Employed,655,Divorced,Urban,2
256293,121970.48025396424,30539.32569830102,38499.61406093521,Moderate,38726.18122731889,18,Employed,776,Divorced,Rural,1
137832,93841.25468514077,60416.427204213476,43338.2001145672,Moderate,30965.527438046116,36,Employed,321,Married,Rural,1
412550,228363.4270230315,70013.70353626023,25961.337209476387,Moderate,3065.949015019731,40,Freelancer,630,Single,Rural,0
145150,89840.72854568118,45848.11590848732,49661.30336402746,Moderate,15001.936178986209,43,Unemployed,591,Married,Urban,1
177087,140356.90321867116,49158.95722412863,578.6099377635135,Aggressive,56201.465454302415,66,Freelancer,535,Married,Urban,2
53320,36471.02490545017,3097.6072289478698,14979.632779260783,Conservative,15766.059505334008,46,Unemployed,328,Single,Suburban,1
347025,179474.64944622802,163013.97903423564,31158.087687228992,Conservative,73630.50159809107,51,Unemployed,459,Divorced,Urban,0
110827,57987.009433473046,9447.688643460095,23464.495546874143,Aggressive,3723.2604915937495,36,Unemployed,829,Married,Rural,1
384359,234223.00837970185,138253.36104008707,5830.148321440038,Conservative,25948.80232378819,65,Freelancer,849,Divorced,Suburban,0
439505,278067.1679630753,177231.7432964705,18389.35427402818,Aggressive,69545.31233884886,35,Employed,400,Divorced,Suburban,0
279931,154061.5550901926,114178.12529229527,1272.3571647519527,Conservative,25550.282423906378,19,Freelancer,589,Divorced,Suburban,0
416605,259307.70486541739,46231.71232625812,32137.30230376397,Moderate,72876.04642244641,44,Unemployed,676,Married,Suburban,0
438899,136833.89413292677,110342.05166859929,44637.12714981776,Conservative,99586.38754307019,23,Freelancer,472,Married,Rural,0
426845,219744.68567002422,180659.15479017646,44243.706189172946,Aggressive,79708.39554491037,56,Unemployed,642,Single,Suburban,0
343694,151042.87155899877,63997.76283936207,34977.22368827733,Moderate,34183.54587610025,23,Employed,490,Single,Rural,0
44826,16342.986841233833,11676.585955055103,23288.509774896378,Conservative,90059.19006282612,23,Employed,738,Married,Urban,2
120734,42229.52433872733,20857.67402855043,25601.580934574486,Conservative,5117.973566820943,48,Freelancer,642,Single,Rural,1
177702,106904.8271070288,45953.40632747604,6845.941199783146,Conservative,72500.68244473121,58,Employed,424,Divorced,Suburban,2
249834,140356.8095486628,112307.14479888132,17050.854655960153,Moderate,2332.233156267505,57,Unemployed,659,Divorced,Urban,1
197235,84178.33165788943,50256.64246848673,9386.403774913682,Conservative,17455.5495356965,47,Unemployed,802,Married,Urban,1
118511,63459.68120759473,35572.31007497265,41060.01016749773,Conservative,98758.57415385745,38,Employed,472,Divorced,Urban,2
479651,261945.16110477864,111177.9827181733,45737.695066897984,Moderate,36088.4912494307,58,Employed,693,Married,Suburban,0
293797,116785.626712962,75521.32163311435,26846.163071005853,Moderate,82049.93781642387,61,Employed,760,Married,Rural,2
179033,112082.98857392877,10174.157070045107,36388.2020256472,Conservative,37608.6712835602,35,Freelancer,419,Married,Rural,1
101941,70386.15005467721,18113.43546389548,6073.238545356374,Conservative,84002.84507978156,40,Freelancer,572,Divorced,Suburban,2
225209,156685.05629009384,55505.40983728954,30426.732163861918,Moderate,96543.95601267743,55,Unemployed,657,Married,Suburban,2
315806,189873.59367756767,105860.89951016188,35139.5510688923,Aggressive,43553.62434191665,40,Freelancer,685,Married,Urban,0
118818,66041.3365488721,30004.32162804856,22638.40647557004,Conservative,55934.91918482794,45,Freelancer,618,Single,Rural,2
469662,155224.9683990999,94880.0226902216,12163.654223534932,Moderate,62863.948996356776,53,Unemployed,560,Divorced,Suburban,0
172360,76513.30133503138,38719.71411076352,43868.72602706957,Conservative,93483.48021752354,42,Unemployed,580,Married,Suburban,2
273627,94848.89308378515,43515.44855511123,37145.43599768612,Conservative,25674.40874345579,24,Employed,628,Single,Rural,1
115081,89983.1665885278,53630.326950164344,44992.86409245975,Moderate,61124.937283372674,35,Employed,423,Married,Urban,2
56877,20904.576738441294,16197.685253989433,40920.132374891175,Conservative,32472.02282231425,37,Freelancer,775,Divorced,Urban,1
393706,147989.244755419,22061.022100780145,49518.72147894313,Moderate,21693.318018241946,22,Unemployed,577,Single,Urban,1
428529,319163.38933827373,25176.42855342145,9608.636660722446,Aggressive,8492.033902321416,35,Freelancer,392,Single,Rural,0
231957,179062.48642517437,113156.21788135682,4337.388390198705,Aggressive,62071.08637359489,59,Freelancer,846,Married,Suburban,0
92715,63316.41968633233,13875.068727151685,16850.139566862927,Conservative,88208.54788715683,57,Unemployed,427,Married,Suburban,2
161398,48855.571935460786,66580.50496912374,6450.208751162944,Conservative,35139.288884451256,50,Unemployed,831,Divorced,Suburban,1
130091,39114.86886750516,9916.041514892513,26156.50564531122,Aggressive,55266.853619297726,32,Unemployed,466,Divorced,Suburban,2
152632,74644.73834709909,70901.10987222308,31651.445270387125,Conservative,64213.37952941158,52,Unemployed,535,Married,Rural,2
361292,134291.40001098768,160228.5406399337,28914.430758670183,Moderate,41465.0177795204,64,Freelancer,331,Single,Urban,0
103186,31904.396232027357,31677.268576535524,12962.006769513506,Conservative,90334.78503660581,63,Freelancer,530,Divorced,Urban,2
439961,234073.92236854762,23779.62621564932,45441.20154843984,Conservative,36275.51612011766,18,Freelancer,490,Divorced,Urban,0
182962,141160.84543668717,30374.416909876047,1058.6181867689227,Conservative,12501.082008984366,38,Unemployed,807,Single,Urban,1
171094,79029.9931741783,39876.911315296835,17400.66768817465,Aggressive,14402.035805169955,25,Employed,756,Married,Suburban,1
405773,255868.41825402374,104295.36858025377,35949.623769903046,Aggressive,89085.76145077127,24,Freelancer,554,Divorced,Suburban,0
465795,291642.48315616266,85685.52480505203,38346.44631745797,Conservative,98800.80428479597,58,Employed,578,Single,Rural,0
90316,38433.07532131165,5854.873850808478,20805.927221592996,Aggressive,28893.785057171695,67,Employed,355,Divorced,Urban,1
497063,310770.0627280682,156851.87444742917,845.4906628183545,Conservative,14360.272565471143,61,Employed,405,Single,Suburban,0
48380,19650.3588379999,13830.371270382533,30902.18395618687,Conservative,48221.22817562094,57,Unemployed,491,Divorced,Suburban,1
130198,47001.9606164419,23090.65252921778,3154.7340591607854,Moderate,70952.80635765979,57,Unemployed,577,Married,Suburban,2
284500,185121.77237086592,19086.873248098877,5392.7888076757245,Moderate,61240.29081029721,47,Freelancer,843,Single,Urban,2
90326,32221.12762286419,44943.271549754034,32512.5359823095,Conservative,95110.81820826126,55,Freelancer,474,Divorced,Suburban,2
374591,299093.9105503026,99976.0094692706,15624.416307142741,Conservative,81777.7883971628,52,Unemployed,384,Divorced,Urban,0
134994,52880.68672043703,52674.916476322396,17401.507635412643,Aggressive,86897.2165064002,19,Unemployed,515,Single,Urban,2
